asset_type,symbol,description,path
Stock,MTB,M&T Bank Corp,Stocks\US\NYSE\MTB
Stock,MTD,Mettler-Toledo International I,Stocks\US\NYSE\MTD
Stock,MTN,Vail Resorts Inc,Stocks\US\NYSE\MTN
Stock,MTZ,MasTec Inc,Stocks\US\NYSE\MTZ
Stock,MU,Micron Technology Inc,Stocks\US\Nasdaq\MU
Stock,NBIX,Neurocrine Biosciences Inc,Stocks\US\Nasdaq\NBIX
Stock,NCLH,Norwegian Cruise Line Holdings,Stocks\US\NYSE\NCLH
Stock,NDAQ,Nasdaq Inc,Stocks\US\Nasdaq\NDAQ
Stock,NDSN,Nordson Corp,Stocks\US\Nasdaq\NDSN
Stock,NEE,NextEra Energy Inc,Stocks\US\NYSE\NEE
Stock,NEM,Newmont Corp,Stocks\US\NYSE\NEM
Stock,NET,Cloudflare Inc,Stocks\US\NYSE\NET
Stock,NI,NiSource Inc,Stocks\US\NYSE\NI
Stock,NKE,NIKE Inc,Stocks\US\DOW\NKE
Stock,NOC,Northrop Grumman Corp,Stocks\US\NYSE\NOC
Stock,NOV,NOV Inc,Stocks\US\NYSE\NOV
Stock,NOW,ServiceNow Inc,Stocks\US\NYSE\NOW
Stock,NRG,NRG Energy Inc,Stocks\US\NYSE\NRG
Stock,NSC,Norfolk Southern Corp,Stocks\US\NYSE\NSC
Stock,NTAP,NetApp Inc,Stocks\US\Nasdaq\NTAP
Stock,NTNX,Nutanix Inc,Stocks\US\Nasdaq\NTNX
Stock,NTRS,Northern Trust Corp,Stocks\US\Nasdaq\NTRS
Stock,NUE,Nucor Corp,Stocks\US\NYSE\NUE
Stock,NVDA,NVIDIA Corp,Stocks\US\Nasdaq\NVDA
Stock,NVST,Envista Holdings Corp,Stocks\US\NYSE\NVST
Stock,NWL,Newell Brands Inc,Stocks\US\Nasdaq\NWL
Stock,NWSA,News Corp,Stocks\US\Nasdaq\NWSA
Stock,NXST,Nexstar Media Group Inc,Stocks\US\Nasdaq\NXST
Stock,NYT,New York Times Co/The,Stocks\US\NYSE\NYT
Stock,OC,Owens Corning,Stocks\US\NYSE\OC
Stock,ODFL,Old Dominion Freight Line Inc,Stocks\US\Nasdaq\ODFL
Stock,OGE,OGE Energy Corp,Stocks\US\NYSE\OGE
Stock,OKE,ONEOK Inc,Stocks\US\NYSE\OKE
Stock,OKTA,Okta Inc,Stocks\US\Nasdaq\OKTA
Stock,OLED,Universal Display Corp,Stocks\US\Nasdaq\OLED
Stock,OLLI,Ollie's Bargain Outlet Holding,Stocks\US\Nasdaq\OLLI
Stock,OLN,Olin Corp,Stocks\US\NYSE\OLN
Stock,OMC,Omnicom Group Inc,Stocks\US\NYSE\OMC
Stock,OMCL,Omnicell Inc,Stocks\US\Nasdaq\OMCL
Stock,OMF,OneMain Holdings Inc,Stocks\US\NYSE\OMF
Stock,ON,ON Semiconductor Corp,Stocks\US\Nasdaq\ON
Stock,ORCL,Oracle Corp,Stocks\US\NYSE\ORCL
Stock,ORI,Old Republic International Cor,Stocks\US\NYSE\ORI
Stock,ORLY,O'Reilly Automotive Inc,Stocks\US\Nasdaq\ORLY
Stock,OSK,Oshkosh Corp,Stocks\US\NYSE\OSK
Stock,OTIS,Otis Worldwide Corp,Stocks\US\NYSE\OTIS
Stock,OXY,Occidental Petroleum Corp,Stocks\US\NYSE\OXY
Stock,OZK,Bank OZK,Stocks\US\Nasdaq\OZK
Stock,P,Everpure Inc,Stocks\US\NYSE\P
Stock,PANW,Palo Alto Networks Inc,Stocks\US\NYSE\PANW
Stock,PAYC,Paycom Software Inc,Stocks\US\NYSE\PAYC
Stock,PAYX,Paychex Inc,Stocks\US\Nasdaq\PAYX
Stock,PCAR,PACCAR Inc,Stocks\US\Nasdaq\PCAR
Stock,PCTY,Paylocity Holding Corp,Stocks\US\Nasdaq\PCTY
Stock,PEG,Public Service Enterprise Grou,Stocks\US\NYSE\PEG
Stock,PEGA,Pegasystems Inc,Stocks\US\Nasdaq\PEGA
Stock,PEN,Penumbra Inc,Stocks\US\NYSE\PEN
Stock,PENN,Penn Entertainment Inc,Stocks\US\Nasdaq\PENN
Stock,PEP,PepsiCo Inc,Stocks\US\Nasdaq\PEP
Stock,PFE,Pfizer Inc,Stocks\US\DOW\PFE
Stock,PFG,Principal Financial Group Inc,Stocks\US\Nasdaq\PFG
Stock,PFGC,Performance Food Group Co,Stocks\US\NYSE\PFGC
Stock,PG,Procter & Gamble Co/The,Stocks\US\DOW\PG
Stock,PGNY,Progyny Inc,Stocks\US\Nasdaq\PGNY
Stock,PGR,Progressive Corp/The,Stocks\US\NYSE\PGR
Stock,PH,Parker-Hannifin Corp,Stocks\US\NYSE\PH
Stock,PHM,PulteGroup Inc,Stocks\US\NYSE\PHM
Stock,PII,Polaris Inc,Stocks\US\NYSE\PII
Stock,PINS,Pinterest Inc,Stocks\US\NYSE\PINS
Stock,PKG,Packaging Corp of America,Stocks\US\NYSE\PKG
Stock,PLD,Prologis Inc,Stocks\US\NYSE\PLD
Stock,PLNT,Planet Fitness Inc,Stocks\US\NYSE\PLNT
Stock,PM,Philip Morris International In,Stocks\US\NYSE\PM
Stock,PNC,PNC Financial Services Group I,Stocks\US\NYSE\PNC
Stock,PNFP,Pinnacle Financial Partners In,Stocks\US\NYSE\PNFP
Stock,PNW,Pinnacle West Capital Corp,Stocks\US\NYSE\PNW
Stock,PODD,Insulet Corp,Stocks\US\Nasdaq\PODD
Stock,POOL,Pool Corp,Stocks\US\Nasdaq\POOL
Stock,POST,Post Holdings Inc,Stocks\US\NYSE\POST
Stock,PPG,PPG Industries Inc,Stocks\US\NYSE\PPG
Stock,PPL,PPL Corp,Stocks\US\NYSE\PPL
Stock,PRU,Prudential Financial Inc,Stocks\US\NYSE\PRU
Stock,PSA,Public Storage,Stocks\US\NYSE\PSA
Stock,PSTG,Everpure Inc,Stocks\US\NYSE\PSTG
Stock,PTC,PTC Inc,Stocks\US\Nasdaq\PTC
Stock,PVH,PVH Corp,Stocks\US\NYSE\PVH
Stock,PWR,Quanta Services Inc,Stocks\US\NYSE\PWR
Stock,PYPL,PayPal Holdings Inc,Stocks\US\Nasdaq\PYPL
Stock,QCOM,QUALCOMM Inc,Stocks\US\Nasdaq\QCOM
Stock,QRVO,Qorvo Inc,Stocks\US\Nasdaq\QRVO
Stock,QTWO,Q2 Holdings Inc,Stocks\US\NYSE\QTWO
Stock,RARE,Ultragenyx Pharmaceutical Inc,Stocks\US\Nasdaq\RARE
Stock,RCL,Royal Caribbean Cruises Ltd,Stocks\US\NYSE\RCL
Stock,REGN,Regeneron Pharmaceuticals Inc,Stocks\US\Nasdaq\REGN
Stock,RF,Regions Financial Corp,Stocks\US\NYSE\RF
Stock,RGA,Reinsurance Group of America I,Stocks\US\NYSE\RGA
Stock,RGEN,Repligen Corp,Stocks\US\Nasdaq\RGEN
Stock,RGLD,Royal Gold Inc,Stocks\US\Nasdaq\RGLD
Stock,RH,RH,Stocks\US\NYSE\RH
Stock,RHI,Robert Half Inc,Stocks\US\NYSE\RHI
Stock,RJF,Raymond James Financial Inc,Stocks\US\NYSE\RJF
Stock,RL,Ralph Lauren Corp,Stocks\US\NYSE\RL
Stock,RMD,ResMed Inc,Stocks\US\NYSE\RMD
Stock,RNG,RingCentral Inc,Stocks\US\NYSE\RNG
Stock,ROK,Rockwell Automation Inc,Stocks\US\NYSE\ROK
Stock,ROKU,Roku Inc,Stocks\US\Nasdaq\ROKU
Stock,ROL,Rollins Inc,Stocks\US\NYSE\ROL
Stock,ROP,Roper Technologies Inc,Stocks\US\NYSE\ROP
Stock,ROST,Ross Stores Inc,Stocks\US\Nasdaq\ROST
Stock,RPM,RPM International Inc,Stocks\US\NYSE\RPM
Stock,RRR,Red Rock Resorts Inc,Stocks\US\Nasdaq\RRR
Stock,RRX,Regal Rexnord Corp,Stocks\US\NYSE\RRX
Stock,RS,Reliance Inc,Stocks\US\NYSE\RS
Stock,RSG,Republic Services Inc,Stocks\US\NYSE\RSG
Stock,RTX,RTX Corp,Stocks\US\NYSE\RTX
Stock,RVTY,Revvity Inc,Stocks\US\NYSE\RVTY
Stock,SAIA,Saia Inc,Stocks\US\Nasdaq\SAIA
Stock,SAIC,Science Applications Internati,Stocks\US\Nasdaq\SAIC
Stock,SAM,Boston Beer Co Inc/The,Stocks\US\NYSE\SAM
Stock,SBUX,Starbucks Corp,Stocks\US\Nasdaq\SBUX
Stock,SCHW,Charles Schwab Corp/The,Stocks\US\NYSE\SCHW
Stock,SCI,Service Corp International/US,Stocks\US\NYSE\SCI
Stock,SF,Stifel Financial Corp,Stocks\US\NYSE\SF
Stock,SGI,Somnigroup International Inc,Stocks\US\NYSE\SGI
Stock,SHW,Sherwin-Williams Co/The,Stocks\US\NYSE\SHW
Stock,SITE,SiteOne Landscape Supply Inc,Stocks\US\NYSE\SITE
Stock,SJM,J M Smucker Co/The,Stocks\US\NYSE\SJM
Stock,SLAB,Silicon Laboratories Inc,Stocks\US\Nasdaq\SLAB
Stock,SLB,SLB Ltd,Stocks\US\NYSE\SLB
Stock,SLM,SLM Corp,Stocks\US\Nasdaq\SLM
Stock,SMG,Scotts Miracle-Gro Co/The,Stocks\US\NYSE\SMG
Stock,SNA,Snap-on Inc,Stocks\US\NYSE\SNA
Stock,SNAP,Snap Inc,Stocks\US\NYSE\SNAP
Stock,SNPS,Synopsys Inc,Stocks\US\Nasdaq\SNPS
Stock,SNX,SYNNEX Corp,Stocks\US\NYSE\SNX
Stock,SO,Southern Co/The,Stocks\US\NYSE\SO
Stock,SPG,Simon Property Group Inc,Stocks\US\NYSE\SPG
Stock,SPGI,S&P Global Inc,Stocks\US\NYSE\SPGI
Stock,SRE,Sempra Energy,Stocks\US\NYSE\SRE
Stock,SRPT,Sarepta Therapeutics Inc,Stocks\US\Nasdaq\SRPT
Stock,SSNC,SS&C Technologies Holdings Inc,Stocks\US\Nasdaq\SSNC
Stock,ST,Sensata Technologies Holding P,Stocks\US\NYSE\ST
Stock,STE,STERIS PLC,Stocks\US\NYSE\STE
Stock,STLD,Steel Dynamics Inc,Stocks\US\Nasdaq\STLD
Stock,STT,State Street Corp,Stocks\US\NYSE\STT
Stock,STZ,Constellation Brands Inc,Stocks\US\NYSE\STZ
Stock,SWK,Stanley Black & Decker Inc,Stocks\US\NYSE\SWK
Stock,SWKS,Skyworks Solutions Inc,Stocks\US\Nasdaq\SWKS
Stock,SYF,Synchrony Financial,Stocks\US\NYSE\SYF
Stock,SYK,Stryker Corp,Stocks\US\NYSE\SYK
Stock,SYNA,Synaptics Inc,Stocks\US\Nasdaq\SYNA
Stock,SYY,Sysco Corp,Stocks\US\NYSE\SYY
Stock,T,AT&T Inc,Stocks\US\NYSE\T
Stock,TAP,Molson Coors Beverage Co,Stocks\US\NYSE\TAP
Stock,TDG,TransDigm Group Inc,Stocks\US\NYSE\TDG
Stock,TDOC,Teladoc Health Inc,Stocks\US\NYSE\TDOC
Stock,TDY,Teledyne Technologies Inc,Stocks\US\NYSE\TDY
Stock,TECH,Bio-Techne Corp,Stocks\US\Nasdaq\TECH
Stock,TER,Teradyne Inc,Stocks\US\Nasdaq\TER
Stock,TFC,Truist Financial Corp,Stocks\US\NYSE\TFC
Stock,TGT,Target Corp,Stocks\US\NYSE\TGT
Stock,THC,Tenet Healthcare Corp,Stocks\US\NYSE\THC
Stock,THO,Thor Industries Inc,Stocks\US\NYSE\THO
Stock,TJX,TJX Cos Inc/The,Stocks\US\NYSE\TJX
Stock,TKR,Timken Co/The,Stocks\US\NYSE\TKR
Stock,TMO,Thermo Fisher Scientific Inc,Stocks\US\NYSE\TMO
Stock,TMUS,T-Mobile US Inc,Stocks\US\Nasdaq\TMUS
Stock,TNDM,Tandem Diabetes Care Inc,Stocks\US\Nasdaq\TNDM
Stock,TNL,Travel + Leisure Co,Stocks\US\NYSE\TNL
Stock,TOL,Toll Brothers Inc,Stocks\US\NYSE\TOL
Stock,TPL,Texas Pacific Land Corp,Stocks\US\NYSE\TPL
Stock,TPR,Tapestry Inc,Stocks\US\NYSE\TPR
Stock,TREX,Trex Co Inc,Stocks\US\NYSE\TREX
Stock,TRGP,Targa Resources Corp,Stocks\US\NYSE\TRGP
Stock,TRIP,TripAdvisor Inc,Stocks\US\Nasdaq\TRIP
Stock,TRMB,Trimble Inc,Stocks\US\Nasdaq\TRMB
Stock,TROW,T Rowe Price Group Inc,Stocks\US\Nasdaq\TROW
Stock,TRU,TransUnion,Stocks\US\NYSE\TRU
Stock,TRV,Travelers Cos Inc/The,Stocks\US\DOW\TRV
Stock,TSCO,Tractor Supply Co,Stocks\US\Nasdaq\TSCO
Stock,TSLA,Tesla Inc,Stocks\US\Nasdaq\TSLA
Stock,TSN,Tyson Foods Inc,Stocks\US\NYSE\TSN
Stock,TTC,Toro Co/The,Stocks\US\NYSE\TTC
Stock,TTD,Trade Desk Inc/The,Stocks\US\Nasdaq\TTD
Stock,TTEK,Tetra Tech Inc,Stocks\US\Nasdaq\TTEK
Stock,TTWO,Take-Two Interactive Software,Stocks\US\Nasdaq\TTWO
Stock,TWLO,Twilio Inc,Stocks\US\NYSE\TWLO
Stock,TXG,10X Genomics Inc,Stocks\US\Nasdaq\TXG
Stock,TXN,Texas Instruments Inc,Stocks\US\Nasdaq\TXN
Stock,TXRH,Texas Roadhouse Inc,Stocks\US\Nasdaq\TXRH
Stock,TXT,Textron Inc,Stocks\US\NYSE\TXT
Stock,TYL,Tyler Technologies Inc,Stocks\US\NYSE\TYL
Stock,UAL,United Airlines Holdings Inc,Stocks\US\NYSE\UAL
Stock,UBER,Uber Technologies Inc,Stocks\US\NYSE\UBER
Stock,UGI,UGI Corp,Stocks\US\NYSE\UGI
Stock,UHS,Universal Health Services Inc,Stocks\US\NYSE\UHS
Stock,ULTA,Ulta Beauty Inc,Stocks\US\Nasdaq\ULTA
Stock,UNH,UnitedHealth Group Inc,Stocks\US\DOW\UNH
Stock,UNM,Unum Group,Stocks\US\NYSE\UNM
Stock,UNP,Union Pacific Corp,Stocks\US\NYSE\UNP
Stock,UPS,United Parcel Service Inc,Stocks\US\NYSE\UPS
Stock,URI,United Rentals Inc,Stocks\US\NYSE\URI
Stock,USB,US Bancorp,Stocks\US\NYSE\USB
Stock,USFD,US Foods Holding Corp,Stocks\US\NYSE\USFD
Stock,UTHR,United Therapeutics Corp,Stocks\US\Nasdaq\UTHR
Stock,V,Visa Inc,Stocks\US\DOW\V
Stock,VAC,Marriott Vacations Worldwide C,Stocks\US\NYSE\VAC
Stock,VEEV,Veeva Systems Inc,Stocks\US\NYSE\VEEV
Stock,VFC,VF Corp,Stocks\US\NYSE\VFC
Stock,VIR,Vir Biotechnology Inc,Stocks\US\Nasdaq\VIR
Stock,VIRT,Virtu Financial Inc,Stocks\US\NYSE\VIRT
Stock,VLO,Valero Energy Corp,Stocks\US\NYSE\VLO
Stock,VMC,Vulcan Materials Co,Stocks\US\NYSE\VMC
Stock,VOYA,Voya Financial Inc,Stocks\US\NYSE\VOYA
Stock,VRNS,Varonis Systems Inc,Stocks\US\Nasdaq\VRNS
Stock,VRSK,Verisk Analytics Inc,Stocks\US\Nasdaq\VRSK
Stock,VRSN,VeriSign Inc,Stocks\US\Nasdaq\VRSN
Stock,VRTX,Vertex Pharmaceuticals Inc,Stocks\US\Nasdaq\VRTX
Stock,VST,Vistra Corp,Stocks\US\NYSE\VST
Stock,VTRS,Viatris Inc,Stocks\US\Nasdaq\VTRS
Stock,VVV,Valvoline Inc,Stocks\US\NYSE\VVV
Stock,VYX,NCR Voyix Corp,Stocks\US\NYSE\VYX
Stock,VZ,Verizon Communications Inc,Stocks\US\DOW\VZ
Stock,W,Wayfair Inc,Stocks\US\NYSE\W
Stock,WAB,Westinghouse Air Brake Technol,Stocks\US\NYSE\WAB
Stock,WAL,Western Alliance Bancorp,Stocks\US\NYSE\WAL
Stock,WAT,Waters Corp,Stocks\US\NYSE\WAT
Stock,WCC,WESCO International Inc,Stocks\US\NYSE\WCC
Stock,WDAY,Workday Inc,Stocks\US\NYSE\WDAY
Stock,WDC,Western Digital Corp,Stocks\US\Nasdaq\WDC
Stock,WEC,WEC Energy Group Inc,Stocks\US\NYSE\WEC
Stock,WEX,WEX Inc,Stocks\US\NYSE\WEX
Stock,WFC,Wells Fargo & Co,Stocks\US\NYSE\WFC
Stock,WH,Wyndham Hotels & Resorts Inc,Stocks\US\NYSE\WH
Stock,WHR,Whirlpool Corp,Stocks\US\NYSE\WHR
Stock,WK,Workiva Inc,Stocks\US\NYSE\WK
Stock,WM,Waste Management Inc,Stocks\US\NYSE\WM
Stock,WMB,Williams Cos Inc/The,Stocks\US\NYSE\WMB
Stock,WMS,Advanced Drainage Systems Inc,Stocks\US\NYSE\WMS
Stock,WMT,Walmart Inc,Stocks\US\DOW\WMT
Stock,WRB,W R Berkley Corp,Stocks\US\NYSE\WRB
Stock,WSM,Williams-Sonoma Inc,Stocks\US\NYSE\WSM
Stock,WSO,Watsco Inc,Stocks\US\NYSE\WSO
Stock,WST,West Pharmaceutical Services I,Stocks\US\NYSE\WST
Stock,WTRG,Essential Utilities Inc,Stocks\US\NYSE\WTRG
Stock,WU,Western Union Co/The,Stocks\US\NYSE\WU
Stock,WWD,Woodward Inc,Stocks\US\Nasdaq\WWD
Stock,WYNN,Wynn Resorts Ltd,Stocks\US\Nasdaq\WYNN
Stock,XEL,Xcel Energy Inc,Stocks\US\NYSE\XEL
Stock,XOM,Exxon Mobil Corp,Stocks\US\DOW\XOM
Stock,XPO,XPO Inc,Stocks\US\NYSE\XPO
Stock,XRAY,DENTSPLY SIRONA Inc,Stocks\US\Nasdaq\XRAY
Stock,XYL,Xylem Inc/NY,Stocks\US\NYSE\XYL
Stock,XYZ,Block Inc,Stocks\US\NYSE\XYZ
Stock,YETI,YETI Holdings Inc,Stocks\US\NYSE\YETI
Stock,YUM,Yum! Brands Inc,Stocks\US\NYSE\YUM
Stock,ZBH,Zimmer Biomet Holdings Inc,Stocks\US\NYSE\ZBH
Stock,ZBRA,Zebra Technologies Corp,Stocks\US\Nasdaq\ZBRA
Stock,ZD,Ziff Davis Inc,Stocks\US\Nasdaq\ZD
Stock,ZG,Zillow Group Inc,Stocks\US\Nasdaq\ZG
Stock,ZION,Zions Bancorp NA,Stocks\US\Nasdaq\ZION
Stock,ZM,Zoom Communications Inc,Stocks\US\Nasdaq\ZM
Stock,ZS,Zscaler Inc,Stocks\US\Nasdaq\ZS
Stock,ZTS,Zoetis Inc,Stocks\US\NYSE\ZTS
Stock,ZWS,Zurn Water Solutions Corp,Stocks\US\NYSE\ZWS
