TYPE,DEAL,SYMBOL,TIME_GENERATED,POSITION_ID,STRATEGY_ID,EXCHANGE,VOLUME,PRICE,SIGNAL_TYPE,COMMISSION,SWAP,FEE,GROSS_PROFIT,CCY
FILL,IN,AAPL,2017-07-14 00:00:00+00:00,200000001,461579542,MT5_SIM,1.0,37.00,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-07-14 00:01:00+00:00,200000001,461579542,MT5_SIM,1.0,37.20,SELL,0.020,0.0,0.0,0.2000,USD
FILL,IN,AAPL,2017-07-22 00:00:00+00:00,200000003,461579542,MT5_SIM,1.0,37.65,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-07-24 00:01:00+00:00,200000003,461579542,MT5_SIM,1.0,37.95,SELL,0.020,0.0,0.0,0.3000,USD
FILL,IN,AAPL,2017-07-29 00:00:00+00:00,200000005,461579542,MT5_SIM,1.0,37.48,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-08-02 00:01:00+00:00,200000005,461579542,MT5_SIM,1.0,39.26,SELL,0.020,0.0,0.0,1.7800,USD
FILL,IN,AAPL,2017-08-05 00:00:00+00:00,200000007,461579542,MT5_SIM,1.0,39.27,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-09-12 00:01:00+00:00,200000007,461579542,MT5_SIM,1.0,39.96,SELL,0.020,0.0,0.0,0.6900,USD
FILL,IN,AAPL,2017-09-14 00:00:00+00:00,200000009,461579542,MT5_SIM,1.0,39.75,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-09-18 00:01:00+00:00,200000009,461579542,MT5_SIM,1.0,39.87,SELL,0.020,0.0,0.0,0.1200,USD
FILL,IN,AAPL,2017-09-20 00:00:00+00:00,200000011,461579542,MT5_SIM,1.0,39.48,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-09-25 00:01:00+00:00,200000011,461579542,MT5_SIM,1.0,37.94,SELL,0.020,0.0,0.0,-1.5400,USD
FILL,IN,AAPL,2017-09-27 00:00:00+00:00,200000013,461579542,MT5_SIM,1.0,38.46,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-09-27 00:01:00+00:00,200000013,461579542,MT5_SIM,1.0,38.47,SELL,0.020,0.0,0.0,0.0100,USD
FILL,IN,AAPL,2017-09-30 00:00:00+00:00,200000015,461579542,MT5_SIM,1.0,38.57,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-02 00:01:00+00:00,200000015,461579542,MT5_SIM,1.0,38.50,SELL,0.020,0.0,0.0,-0.0700,USD
FILL,IN,AAPL,2017-10-04 00:00:00+00:00,200000017,461579542,MT5_SIM,1.0,38.41,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-04 00:01:00+00:00,200000017,461579542,MT5_SIM,1.0,38.54,SELL,0.020,0.0,0.0,0.1300,USD
FILL,IN,AAPL,2017-10-06 00:00:00+00:00,200000019,461579542,MT5_SIM,1.0,38.75,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-06 00:01:00+00:00,200000019,461579542,MT5_SIM,1.0,38.95,SELL,0.020,0.0,0.0,0.2000,USD
FILL,IN,AAPL,2017-10-12 00:00:00+00:00,200000021,461579542,MT5_SIM,1.0,39.09,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-12 00:01:00+00:00,200000021,461579542,MT5_SIM,1.0,39.18,SELL,0.020,0.0,0.0,0.0900,USD
FILL,IN,AAPL,2017-10-14 00:00:00+00:00,200000023,461579542,MT5_SIM,1.0,39.48,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-17 00:01:00+00:00,200000023,461579542,MT5_SIM,1.0,40.10,SELL,0.020,0.0,0.0,0.6200,USD
FILL,IN,AAPL,2017-10-20 00:00:00+00:00,200000025,461579542,MT5_SIM,1.0,39.16,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-25 00:01:00+00:00,200000025,461579542,MT5_SIM,1.0,39.30,SELL,0.020,0.0,0.0,0.1400,USD
FILL,IN,AAPL,2017-10-27 00:00:00+00:00,200000027,461579542,MT5_SIM,1.0,39.83,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-10-27 00:01:00+00:00,200000027,461579542,MT5_SIM,1.0,40.97,SELL,0.020,0.0,0.0,1.1400,USD
FILL,IN,AAPL,2017-10-31 00:00:00+00:00,200000029,461579542,MT5_SIM,1.0,41.98,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-11-07 00:01:00+00:00,200000029,461579542,MT5_SIM,1.0,43.66,SELL,0.020,0.0,0.0,1.6800,USD
FILL,IN,AAPL,2017-11-14 00:00:00+00:00,200000031,461579542,MT5_SIM,1.0,43.26,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-12-06 00:01:00+00:00,200000031,461579542,MT5_SIM,1.0,42.25,SELL,0.020,0.0,0.0,-1.0100,USD
FILL,IN,AAPL,2017-12-12 00:00:00+00:00,200000033,461579542,MT5_SIM,1.0,43.04,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-12-18 00:01:00+00:00,200000033,461579542,MT5_SIM,1.0,43.75,SELL,0.020,0.0,0.0,0.7100,USD
FILL,IN,AAPL,2017-12-21 00:00:00+00:00,200000035,461579542,MT5_SIM,1.0,43.55,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-12-22 00:01:00+00:00,200000035,461579542,MT5_SIM,1.0,42.70,SELL,0.020,0.0,0.0,-0.8500,USD
FILL,IN,AAPL,2017-12-28 00:00:00+00:00,200000037,461579542,MT5_SIM,1.0,42.76,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2017-12-28 00:01:00+00:00,200000037,461579542,MT5_SIM,1.0,42.63,SELL,0.020,0.0,0.0,-0.1300,USD
FILL,IN,AAPL,2018-01-03 00:00:00+00:00,200000039,461579542,MT5_SIM,1.0,43.14,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-01-03 00:01:00+00:00,200000039,461579542,MT5_SIM,1.0,43.13,SELL,0.020,0.0,0.0,-0.0100,USD
FILL,IN,AAPL,2018-01-05 00:00:00+00:00,200000041,461579542,MT5_SIM,1.0,43.37,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-01-05 00:01:00+00:00,200000041,461579542,MT5_SIM,1.0,43.58,SELL,0.020,0.0,0.0,0.2100,USD
FILL,IN,AAPL,2018-01-11 00:00:00+00:00,200000043,461579542,MT5_SIM,1.0,43.65,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-01-11 00:01:00+00:00,200000043,461579542,MT5_SIM,1.0,44.04,SELL,0.020,0.0,0.0,0.3900,USD
FILL,IN,AAPL,2018-01-18 00:00:00+00:00,200000045,461579542,MT5_SIM,1.0,44.85,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-01-18 00:01:00+00:00,200000045,461579542,MT5_SIM,1.0,44.65,SELL,0.020,0.0,0.0,-0.2000,USD
FILL,IN,AAPL,2018-01-20 00:00:00+00:00,200000047,461579542,MT5_SIM,1.0,44.33,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-01-31 00:01:00+00:00,200000047,461579542,MT5_SIM,1.0,41.79,SELL,0.020,0.0,0.0,-2.5400,USD
FILL,IN,AAPL,2018-03-10 00:00:00+00:00,200000049,461579542,MT5_SIM,1.0,45.08,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-03-12 00:01:00+00:00,200000049,461579542,MT5_SIM,1.0,45.64,SELL,0.020,0.0,0.0,0.5600,USD
FILL,IN,AAPL,2018-03-15 00:00:00+00:00,200000051,461579542,MT5_SIM,1.0,44.63,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-03-16 00:01:00+00:00,200000051,461579542,MT5_SIM,1.0,44.33,SELL,0.020,0.0,0.0,-0.3000,USD
FILL,IN,AAPL,2018-03-20 00:00:00+00:00,200000053,461579542,MT5_SIM,1.0,43.82,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-03-21 00:01:00+00:00,200000053,461579542,MT5_SIM,1.0,42.50,SELL,0.020,0.0,0.0,-1.3200,USD
FILL,IN,AAPL,2018-03-23 00:00:00+00:00,200000055,461579542,MT5_SIM,1.0,42.10,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-03-27 00:01:00+00:00,200000055,461579542,MT5_SIM,1.0,41.81,SELL,0.020,0.0,0.0,-0.2900,USD
FILL,IN,AAPL,2018-03-30 00:00:00+00:00,200000057,461579542,MT5_SIM,1.0,41.66,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-04-05 00:01:00+00:00,200000057,461579542,MT5_SIM,1.0,42.74,SELL,0.020,0.0,0.0,1.0800,USD
FILL,IN,AAPL,2018-04-25 00:00:00+00:00,200000059,461579542,MT5_SIM,1.0,40.66,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-05-07 00:01:00+00:00,200000059,461579542,MT5_SIM,1.0,46.24,SELL,0.020,0.0,0.0,5.5800,USD
FILL,IN,AAPL,2018-05-19 00:00:00+00:00,200000061,461579542,MT5_SIM,1.0,47.01,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-05-24 00:01:00+00:00,200000061,461579542,MT5_SIM,1.0,47.05,SELL,0.020,0.0,0.0,0.0400,USD
FILL,IN,AAPL,2018-05-26 00:00:00+00:00,200000063,461579542,MT5_SIM,1.0,46.91,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-05-29 00:01:00+00:00,200000063,461579542,MT5_SIM,1.0,46.93,SELL,0.020,0.0,0.0,0.0200,USD
FILL,IN,AAPL,2018-06-01 00:00:00+00:00,200000065,461579542,MT5_SIM,1.0,47.00,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-06-04 00:01:00+00:00,200000065,461579542,MT5_SIM,1.0,48.26,SELL,0.020,0.0,0.0,1.2600,USD
FILL,IN,AAPL,2018-06-09 00:00:00+00:00,200000067,461579542,MT5_SIM,1.0,47.84,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-06-11 00:01:00+00:00,200000067,461579542,MT5_SIM,1.0,47.84,SELL,0.020,0.0,0.0,0.0000,USD
FILL,IN,AAPL,2018-06-13 00:00:00+00:00,200000069,461579542,MT5_SIM,1.0,48.11,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-06-19 00:01:00+00:00,200000069,461579542,MT5_SIM,1.0,46.58,SELL,0.020,0.0,0.0,-1.5300,USD
FILL,IN,AAPL,2018-06-23 00:00:00+00:00,200000071,461579542,MT5_SIM,1.0,45.85,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-06-27 00:01:00+00:00,200000071,461579542,MT5_SIM,1.0,46.02,SELL,0.020,0.0,0.0,0.1700,USD
FILL,IN,AAPL,2018-06-29 00:00:00+00:00,200000073,461579542,MT5_SIM,1.0,46.58,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-06-29 00:01:00+00:00,200000073,461579542,MT5_SIM,1.0,45.95,SELL,0.020,0.0,0.0,-0.6300,USD
FILL,IN,AAPL,2018-07-03 00:00:00+00:00,200000075,461579542,MT5_SIM,1.0,46.95,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-07-03 00:01:00+00:00,200000075,461579542,MT5_SIM,1.0,46.31,SELL,0.020,0.0,0.0,-0.6400,USD
FILL,IN,AAPL,2018-07-06 00:00:00+00:00,200000077,461579542,MT5_SIM,1.0,46.36,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-07-06 00:01:00+00:00,200000077,461579542,MT5_SIM,1.0,47.37,SELL,0.020,0.0,0.0,1.0100,USD
FILL,IN,AAPL,2018-07-11 00:00:00+00:00,200000079,461579542,MT5_SIM,1.0,47.13,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-07-13 00:01:00+00:00,200000079,461579542,MT5_SIM,1.0,47.88,SELL,0.020,0.0,0.0,0.7500,USD
FILL,IN,AAPL,2018-07-18 00:00:00+00:00,200000081,461579542,MT5_SIM,1.0,47.95,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-07-18 00:01:00+00:00,200000081,461579542,MT5_SIM,1.0,47.42,SELL,0.020,0.0,0.0,-0.5300,USD
FILL,IN,AAPL,2018-07-20 00:00:00+00:00,200000083,461579542,MT5_SIM,1.0,47.95,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-07-20 00:01:00+00:00,200000083,461579542,MT5_SIM,1.0,47.66,SELL,0.020,0.0,0.0,-0.2900,USD
FILL,IN,AAPL,2018-07-24 00:00:00+00:00,200000085,461579542,MT5_SIM,1.0,48.12,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-07-24 00:01:00+00:00,200000085,461579542,MT5_SIM,1.0,48.26,SELL,0.020,0.0,0.0,0.1400,USD
FILL,IN,AAPL,2018-07-28 00:00:00+00:00,200000087,461579542,MT5_SIM,1.0,47.98,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-08-03 00:01:00+00:00,200000087,461579542,MT5_SIM,1.0,52.00,SELL,0.020,0.0,0.0,4.0200,USD
FILL,IN,AAPL,2018-08-07 00:00:00+00:00,200000089,461579542,MT5_SIM,1.0,52.34,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-08-20 00:01:00+00:00,200000089,461579542,MT5_SIM,1.0,54.20,SELL,0.020,0.0,0.0,1.8600,USD
FILL,IN,AAPL,2018-08-22 00:00:00+00:00,200000091,461579542,MT5_SIM,1.0,53.53,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-08-28 00:01:00+00:00,200000091,461579542,MT5_SIM,1.0,55.03,SELL,0.020,0.0,0.0,1.5000,USD
FILL,IN,AAPL,2018-09-01 00:00:00+00:00,200000093,461579542,MT5_SIM,1.0,57.11,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-09-04 00:01:00+00:00,200000093,461579542,MT5_SIM,1.0,57.24,SELL,0.020,0.0,0.0,0.1300,USD
FILL,IN,AAPL,2018-09-06 00:00:00+00:00,200000095,461579542,MT5_SIM,1.0,56.56,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-09-19 00:01:00+00:00,200000095,461579542,MT5_SIM,1.0,55.06,SELL,0.020,0.0,0.0,-1.5000,USD
FILL,IN,AAPL,2018-09-21 00:00:00+00:00,200000097,461579542,MT5_SIM,1.0,55.20,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-09-25 00:01:00+00:00,200000097,461579542,MT5_SIM,1.0,55.25,SELL,0.020,0.0,0.0,0.0500,USD
FILL,IN,AAPL,2018-09-28 00:00:00+00:00,200000099,461579542,MT5_SIM,1.0,56.20,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-10-03 00:01:00+00:00,200000099,461579542,MT5_SIM,1.0,57.69,SELL,0.020,0.0,0.0,1.4900,USD
FILL,IN,AAPL,2018-10-06 00:00:00+00:00,200000101,461579542,MT5_SIM,1.0,55.56,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-10-09 00:01:00+00:00,200000101,461579542,MT5_SIM,1.0,56.36,SELL,0.020,0.0,0.0,0.8000,USD
FILL,IN,AAPL,2018-12-13 00:00:00+00:00,200000103,461579542,MT5_SIM,1.0,42.63,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2018-12-27 00:01:00+00:00,200000103,461579542,MT5_SIM,1.0,39.37,SELL,0.020,0.0,0.0,-3.2600,USD
FILL,IN,AAPL,2019-02-02 00:00:00+00:00,200000105,461579542,MT5_SIM,1.0,41.86,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-03-22 00:01:00+00:00,200000105,461579542,MT5_SIM,1.0,47.87,SELL,0.020,0.0,0.0,6.0100,USD
FILL,IN,AAPL,2019-03-26 00:00:00+00:00,200000107,461579542,MT5_SIM,1.0,47.92,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-04-04 00:01:00+00:00,200000107,461579542,MT5_SIM,1.0,49.11,SELL,0.020,0.0,0.0,1.1900,USD
FILL,IN,AAPL,2019-04-11 00:00:00+00:00,200000109,461579542,MT5_SIM,1.0,50.22,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-04-11 00:01:00+00:00,200000109,461579542,MT5_SIM,1.0,49.79,SELL,0.020,0.0,0.0,-0.4300,USD
FILL,IN,AAPL,2019-04-13 00:00:00+00:00,200000111,461579542,MT5_SIM,1.0,49.65,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-04-18 00:01:00+00:00,200000111,461579542,MT5_SIM,1.0,50.70,SELL,0.020,0.0,0.0,1.0500,USD
FILL,IN,AAPL,2019-04-23 00:00:00+00:00,200000113,461579542,MT5_SIM,1.0,51.11,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-05-09 00:01:00+00:00,200000113,461579542,MT5_SIM,1.0,49.35,SELL,0.020,0.0,0.0,-1.7600,USD
FILL,IN,AAPL,2019-05-14 00:00:00+00:00,200000115,461579542,MT5_SIM,1.0,46.61,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-05-15 00:01:00+00:00,200000115,461579542,MT5_SIM,1.0,47.47,SELL,0.020,0.0,0.0,0.8600,USD
FILL,IN,AAPL,2019-05-22 00:00:00+00:00,200000117,461579542,MT5_SIM,1.0,46.17,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-05-22 00:01:00+00:00,200000117,461579542,MT5_SIM,1.0,44.95,SELL,0.020,0.0,0.0,-1.2200,USD
FILL,IN,AAPL,2019-05-24 00:00:00+00:00,200000119,461579542,MT5_SIM,1.0,45.05,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-06-07 00:01:00+00:00,200000119,461579542,MT5_SIM,1.0,47.95,SELL,0.020,0.0,0.0,2.9000,USD
FILL,IN,AAPL,2019-06-11 00:00:00+00:00,200000121,461579542,MT5_SIM,1.0,48.72,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-06-19 00:01:00+00:00,200000121,461579542,MT5_SIM,1.0,50.09,SELL,0.020,0.0,0.0,1.3700,USD
FILL,IN,AAPL,2019-06-21 00:00:00+00:00,200000123,461579542,MT5_SIM,1.0,49.71,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-06-25 00:01:00+00:00,200000123,461579542,MT5_SIM,1.0,49.44,SELL,0.020,0.0,0.0,-0.2700,USD
FILL,IN,AAPL,2019-06-27 00:00:00+00:00,200000125,461579542,MT5_SIM,1.0,50.08,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-06-27 00:01:00+00:00,200000125,461579542,MT5_SIM,1.0,49.66,SELL,0.020,0.0,0.0,-0.4200,USD
FILL,IN,AAPL,2019-06-29 00:00:00+00:00,200000127,461579542,MT5_SIM,1.0,50.80,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-07-03 00:01:00+00:00,200000127,461579542,MT5_SIM,1.0,50.83,SELL,0.020,0.0,0.0,0.0300,USD
FILL,IN,AAPL,2019-07-10 00:00:00+00:00,200000129,461579542,MT5_SIM,1.0,50.47,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-07-11 00:01:00+00:00,200000129,461579542,MT5_SIM,1.0,50.61,SELL,0.020,0.0,0.0,0.1400,USD
FILL,IN,AAPL,2019-07-13 00:00:00+00:00,200000131,461579542,MT5_SIM,1.0,51.03,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-07-15 00:01:00+00:00,200000131,461579542,MT5_SIM,1.0,51.14,SELL,0.020,0.0,0.0,0.1100,USD
FILL,IN,AAPL,2019-07-17 00:00:00+00:00,200000133,461579542,MT5_SIM,1.0,51.02,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-07-19 00:01:00+00:00,200000133,461579542,MT5_SIM,1.0,50.91,SELL,0.020,0.0,0.0,-0.1100,USD
FILL,IN,AAPL,2019-07-23 00:00:00+00:00,200000135,461579542,MT5_SIM,1.0,52.12,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-07-23 00:01:00+00:00,200000135,461579542,MT5_SIM,1.0,51.91,SELL,0.020,0.0,0.0,-0.2100,USD
FILL,IN,AAPL,2019-07-25 00:00:00+00:00,200000137,461579542,MT5_SIM,1.0,52.23,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-07-29 00:01:00+00:00,200000137,461579542,MT5_SIM,1.0,52.18,SELL,0.020,0.0,0.0,-0.0500,USD
FILL,IN,AAPL,2019-08-02 00:00:00+00:00,200000139,461579542,MT5_SIM,1.0,51.39,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-08-07 00:01:00+00:00,200000139,461579542,MT5_SIM,1.0,50.04,SELL,0.020,0.0,0.0,-1.3500,USD
FILL,IN,AAPL,2019-09-04 00:00:00+00:00,200000141,461579542,MT5_SIM,1.0,52.10,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-09-12 00:01:00+00:00,200000141,461579542,MT5_SIM,1.0,55.00,SELL,0.020,0.0,0.0,2.9000,USD
FILL,IN,AAPL,2019-09-14 00:00:00+00:00,200000143,461579542,MT5_SIM,1.0,54.44,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-10-04 00:01:00+00:00,200000143,461579542,MT5_SIM,1.0,56.56,SELL,0.020,0.0,0.0,2.1200,USD
FILL,IN,AAPL,2019-10-08 00:00:00+00:00,200000145,461579542,MT5_SIM,1.0,56.46,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-10-28 00:01:00+00:00,200000145,461579542,MT5_SIM,1.0,62.24,SELL,0.020,0.0,0.0,5.7800,USD
FILL,IN,AAPL,2019-10-31 00:00:00+00:00,200000147,461579542,MT5_SIM,1.0,61.82,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-11-01 00:01:00+00:00,200000147,461579542,MT5_SIM,1.0,64.33,SELL,0.020,0.0,0.0,2.5100,USD
FILL,IN,AAPL,2019-11-16 00:00:00+00:00,200000149,461579542,MT5_SIM,1.0,66.45,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-11-18 00:01:00+00:00,200000149,461579542,MT5_SIM,1.0,66.97,SELL,0.020,0.0,0.0,0.5200,USD
FILL,IN,AAPL,2019-11-21 00:00:00+00:00,200000151,461579542,MT5_SIM,1.0,65.93,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2019-12-12 00:01:00+00:00,200000151,461579542,MT5_SIM,1.0,67.86,SELL,0.020,0.0,0.0,1.9300,USD
FILL,IN,AAPL,2019-12-18 00:00:00+00:00,200000153,461579542,MT5_SIM,1.0,69.95,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2020-01-02 00:01:00+00:00,200000153,461579542,MT5_SIM,1.0,74.28,SELL,0.020,0.0,0.0,4.3300,USD
FILL,IN,AAPL,2020-01-09 00:00:00+00:00,200000155,461579542,MT5_SIM,1.0,76.81,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2020-01-09 00:01:00+00:00,200000155,461579542,MT5_SIM,1.0,77.65,SELL,0.020,0.0,0.0,0.8400,USD
FILL,IN,AAPL,2020-01-14 00:00:00+00:00,200000157,461579542,MT5_SIM,1.0,79.18,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2020-01-14 00:01:00+00:00,200000157,461579542,MT5_SIM,1.0,77.96,SELL,0.020,0.0,0.0,-1.2200,USD
FILL,IN,AAPL,2020-01-16 00:00:00+00:00,200000159,461579542,MT5_SIM,1.0,78.40,BUY,0.020,0.0,0.0,0.0,USD
FILL,OUT,AAPL,2020-01-17 00:01:00+00:00,200000159,461579542,MT5_SIM,1.0,79.29,SELL,0.020,0.0,0.0,0.8900,USD
FILL,IN,AAPL,2020-01-23 00:00:00+00:00,200000161,461579542,MT5_SIM,1.0,79.49,BUY,0.020,0.0,0.0,0.0,USD
